Gene and Linked Enh,,,Functional annotation,,,,,,,,,,,,,,,,,,,,Astrocyte DE of enhancer genes in disease,,,,,,,ROSMAP DE,,,,,,,
Gene,LinkedEnh,Hit,AstAgeing_CombinedStudies,AstAgeing_Krawczyk2022,AstAgeing_Palmer2021,AstMarkers_Adult_Morabito2021,AstMarkers_AllAges_Herring2022,AstMarkers_CombinedStudies,AstMarkers_Foetal_Zhong2018,AstMarkers_Subtypes_Sadick2022,AstMaturation_CombinedStudies,AstMaturation_Herring2022,AstMaturation_Krawczyk2022,AstMaturation_Zhang2016,Housekeeping_CombinedStudies,Housekeeping_Eisenberg2013,Housekeeping_Lin2019,AstActivation_CombinedStudies,AstActivation_Leng2022_ProtocolKrencik,AstActivation_Leng2022_ProtocolLeng,AstActivation_Leng2022_ProtocolLi,AstActivation_Leng2022_ProtocolTCW,AD_Morabito2021,AD_Sadick2022,ASD_Gandal2022,Epilepsy_Zhang2016,GBM_Zhang2016,MS_Jakel2019,Peritumour_Krawczyk2022,cluster_id,logFC,logCPM,F,p_val,p_adj.loc,p_adj.glb,variable
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,0.03621930743,6.372369001,12.01999357,5.83715096373265E-4,1.37659559172611E-2,1.37659559172611E-2,cogn_ep_lv
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,0.5822052601,6.371405607,15.49110457,9.85818600621891e-05,2.9383990854224299E-3,2.9383990854224299E-3,cognep_random_slope
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.0829102018,6.361739259,11.49984411,8.0490366380066899E-4,9.8577025178411305E-3,9.8577025178411305E-3,gpath_trio_third_vs_second
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,0.04587545274,6.372366094,14.75364653,1.42515722730444E-4,5.6458691733903103E-3,5.6458691733903103E-3,cogn_global_lv
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.1280506325,6.371409705,26.12818551,6.21282543385118e-07,3.76679342583107e-05,3.76679342583107e-05,nft_trio_third_vs_second
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,0.5579925405,6.371875406,13.57954862,2.6180526320997898E-4,7.4456674146951502E-3,7.4456674146951502E-3,cogng_random_slope
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.06788242414,6.372368546,10.7091431,1.1591548393184499E-3,2.4181383184951999E-2,2.4181383184951999E-2,gpath
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.05226271705,6.372370921,10.35778123,1.3949421462761001E-3,2.3550802932718499E-2,2.3550802932718499E-2,nft
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.005461118984,6.374296641,10.20176185,1.51496579672843E-3,2.5264779143009099E-2,2.5264779143009099E-2,tangles
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,0.04737355692,6.372356219,13.97420577,2.1249420164942299E-4,1.98974575175992E-2,1.98974575175992E-2,cogn_wo_lv
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.06509841967,6.375358009,18.46658948,2.1856193112536e-05,3.1714802280754801E-4,3.1714802280754801E-4,RUVr_results
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,0.3869417772,6.370725525,9.645412043,2.0423264929288398E-3,4.4815198258445002E-2,4.4815198258445002E-2,cognse_random_slope
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.1536192523,6.40425552,23.30283023,2.72343026000614e-06,4.96473555169805e-05,4.96473555169805e-05,group_fourth_vs_first
HNRNPM,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,Ast,-0.05546944583,6.372367538,12.38403772,4.8305258233213199E-4,1.5378744626513801E-2,1.5378744626513801E-2,plaq_n
HNRNPR,NA,FALSE,0,0,0,0,0,0,0,0,-2,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
HNRNPUL2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,,,,,,,,
HOMEZ,NA,FALSE,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.8604066016,6.15261898,9.900765808,1.78207346022602E-3,2.4536015709893E-2,2.4536015709893E-2,cogng_random_slope
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.118491575,6.205428837,13.45946866,2.95895013457992E-4,4.4392771068990202E-3,4.4392771068990202E-3,nft_trio_third_vs_second
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.08505805265,6.152893607,15.48239682,9.82624753068078e-05,4.4012513175435202E-3,4.4012513175435202E-3,cogn_global_lv
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.8311335718,6.153072542,9.551484113,2.1451484765056899E-3,2.34010890947247E-2,2.34010890947247E-2,cognep_random_slope
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.01039138843,6.151410039,12.49643146,4.5576497185032103E-4,1.2441033303187E-2,1.2441033303187E-2,tangles
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.0658127379,6.152892175,11.86693769,6.3216438032318001E-4,1.4381516114735499E-2,1.4381516114735499E-2,cogn_ep_lv
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2184805684,6.178208022,25.83061946,8.45677760548445e-07,1.85548912771778e-05,1.85548912771778e-05,group_fourth_vs_first
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.06856046311,6.155654186,14.52803887,1.5995119638099599E-4,1.57230075418173E-2,1.57230075418173E-2,cogn_se_lv
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2376655588,6.193887821,26.21964745,9.08222207692466e-07,6.98488150201616e-05,6.98488150201616e-05,group_fourth_vs_third
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1106204291,6.152892895,16.05773851,7.33456940817525e-05,5.2081654140088999E-3,5.2081654140088999E-3,plaq_n
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1229134799,6.152892399,10.80364416,1.10294864855403E-3,2.3496458362043698E-2,2.3496458362043698E-2,gpath
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1313346795,6.169243205,13.66954254,2.6447890478703898E-4,1.29850899433199E-2,1.29850899433199E-2,plaq_d_trio_second_vs_first
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1314117428,6.187507224,18.22915532,2.74895054509035e-05,2.7111959711482799E-3,2.7111959711482799E-3,amyloid_trio_third_vs_second
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1934863145,6.192520862,32.43104382,3.40903674415335e-08,4.60518998771593e-06,4.60518998771593e-06,tangles_trio_third_vs_second
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.08073723526,6.15479974,11.67520817,6.9950599174885199E-4,4.95379039416887E-2,4.95379039416887E-2,cogn_po_lv
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1123142029,6.150879845,31.45783776,3.86385167269198e-08,1.64617823432726e-06,1.64617823432726e-06,RUVr_results
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1039378335,6.152891492,9.372325773,2.3523144497080398E-3,3.5693043027456697E-2,3.5693043027456697E-2,gpath_3neocort
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.7557664669,6.15520199,11.08863602,9.5454099911947002E-4,2.8912307048943799E-2,2.8912307048943799E-2,cognse_random_slope
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.169912369,6.183270931,31.00442137,6.43912638150281e-08,8.89796092452801e-06,8.89796092452801e-06,gpath_trio_third_vs_second
HOOK2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1953236073,6.198558135,25.12220776,1.21759349464685e-06,2.90967380805376E-4,2.90967380805376E-4,gpath_progression
HOOK3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.4350527651,6.830538813,7.980801259,4.9770687500522498E-3,4.03499870959746E-2,4.03499870959746E-2,cognep_random_slope
HOOK3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.08489346653,6.828191903,13.25332601,3.2848663297147901E-4,4.80826922588308E-3,4.80826922588308E-3,nft_trio_third_vs_second
HOOK3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.4018586466,6.831236531,9.382113308,2.34899325069298E-3,4.7763856416057897E-2,4.7763856416057897E-2,cognse_random_slope
HOOK3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.09302311663,6.858949769,9.15759632,2.79843642724324E-3,1.49942423416046E-2,1.49942423416046E-2,group_fourth_vs_first
HOOK3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.08112538442,6.843952669,12.04158983,6.09392922079842E-4,8.1795481624066402E-3,8.1795481624066402E-3,gpath_trio_third_vs_second
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1803344099,7.389695768,58.73998297,3.82298516714607e-13,4.52876704415765e-10,4.52876704415765e-10,tangles_trio_third_vs_second
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1267449449,7.346393059,13.06434375,3.3958112714113902E-4,1.18735279324741E-2,1.18735279324741E-2,gpath
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.01857527554,7.345638092,11.57786784,7.3527635181899504E-4,2.87900613426459E-2,2.87900613426459E-2,amyloid
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.2030345358,7.428251001,42.97189377,4.52299855446822e-10,2.99362447893455e-08,2.99362447893455e-08,group_fourth_vs_first
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.2647905287,7.450112112,29.82920195,2.3351569894232e-07,1.85681851558978E-4,1.85681851558978E-4,group_fourth_vs_second
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.137526408,7.349609472,83.40550761,3.6565544898336e-18,2.90800554927195e-15,2.90800554927195e-15,RUVr_results
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1466488503,7.361626896,26.38835832,6.86534457180811e-07,9.97784215177239e-05,9.97784215177239e-05,gpath_progression
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,-0.7152416674,7.347655903,8.185802784,4.4547771192685898E-3,4.4492294516231698E-2,4.4492294516231698E-2,cogng_random_slope
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1066163641,7.405825501,20.06156368,1.12615315040901e-05,4.2911258071130201E-4,4.2911258071130201E-4,gpath_trio_third_vs_second
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1586609453,7.407940626,41.98949976,4.60026938845035e-10,1.28421448838651e-07,1.28421448838651e-07,nft_trio_third_vs_second
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,-0.7950275091,7.348484326,10.61364903,1.2236131112238801E-3,1.59657118401841E-2,1.59657118401841E-2,cognep_random_slope
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,-0.6310621775,7.344349297,9.385213512,2.34512198454523E-3,4.7745730061458901E-2,4.7745730061458901E-2,cognse_random_slope
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1042016453,7.346394251,10.84436477,1.0795901173722799E-3,2.2824256747862301E-2,2.2824256747862301E-2,gpath_3neocort
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1087873693,7.346394596,15.90035969,7.9446767055503e-05,4.3050890158990397E-3,4.3050890158990397E-3,nft
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1845155868,7.33420387,52.89943044,3.9068470170291e-12,2.91734921798882e-09,2.91734921798882e-09,amyloid_trio_second_vs_first
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1040031081,7.466342396,8.603457703,3.87421294553013E-3,3.14150901665756E-2,3.14150901665756E-2,group_fourth_vs_third
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1102645675,7.344807898,17.57489744,3.75885219683563e-05,3.5277995872222299E-3,3.5277995872222299E-3,plaq_d_trio_second_vs_first
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.09391463502,7.325508085,13.3957564,3.0435382842260199E-4,5.7275224682251397E-3,5.7275224682251397E-3,gpath_trio_second_vs_first
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.1643175256,7.347158111,42.57070048,3.44677320814891e-10,1.23911496832953e-07,1.23911496832953e-07,plaq_n_trio_second_vs_first
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.01105566829,7.34735607,15.01636084,1.2464883233980099E-4,5.8287493758895697E-3,5.8287493758895697E-3,tangles
HP1BP3,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,1,-1,0,0,-1,0,1,0,0,0,0,0,1,Ast,0.08717542263,7.346392407,10.64643161,1.1980532007425399E-3,2.6176039634255101E-2,2.6176039634255101E-2,plaq_n
HPS1,NA,FALSE,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1339485474,4.889252893,10.72847808,1.1943278793717701E-3,3.3684507185269698E-2,3.3684507185269698E-2,plaq_d_trio_second_vs_first
HPS5,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.156889337,5.27004484,17.16370167,4.60714324375416e-05,9.6292810697701497E-4,9.6292810697701497E-4,amyloid_trio_second_vs_first
HPS5,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1363743335,5.237224854,14.50359413,1.7473572066795701E-4,2.9691777404371499E-3,2.9691777404371499E-3,nft_trio_third_vs_second
HPS5,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1515684136,5.241830924,20.52595183,8.97891707044532e-06,1.1980442950056899E-3,1.1980442950056899E-3,amyloid_trio_third_vs_second
HRCT1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,,,,,,,,
HRH1,NA,FALSE,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,-2,-1,0,-1,0,1,-1,0,0,0,0,0,Ast,0.1462995138,7.009925094,11.59845657,7.6156609624775703E-4,2.6031144014131199E-2,2.6031144014131199E-2,plaq_d_trio_second_vs_first
HRH1,NA,FALSE,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,-2,-1,0,-1,0,1,-1,0,0,0,0,0,Ast,-0.1749829433,7.005124,14.79802615,1.5057516943735899E-4,1.53298949572404E-2,1.53298949572404E-2,nft_trio_second_vs_first
HRH1,NA,FALSE,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,-2,-1,0,-1,0,1,-1,0,0,0,0,0,Ast,0.1225034281,7.011801629,8.218245444,4.4880373051067396E-3,3.1276945862727397E-2,3.1276945862727397E-2,nft_trio_third_vs_second
HS6ST1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,Ast,0.1117414679,6.40958426,9.52328581,2.2422896397962301E-3,1.8128117225675401E-2,1.8128117225675401E-2,amyloid_trio_second_vs_first
HS6ST1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,Ast,0.1239130389,6.433963042,11.57406194,7.7119787859629603E-4,2.61039740395052E-2,2.61039740395052E-2,plaq_d_trio_second_vs_first
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.07113875184,7.537480205,25.45509462,6.95151037448035e-07,1.91579496310555e-05,1.91579496310555e-05,RUVr_results
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.1655183014,7.542670056,35.83492749,9.63779433702988e-09,4.22341916126274e-07,4.22341916126274e-07,group_fourth_vs_first
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,0.5983535511,7.531012961,12.54678414,4.4625211345187301E-4,8.0496050520969999E-3,8.0496050520969999E-3,cognep_random_slope
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.08353325443,7.534019192,13.60414522,2.74999761322135E-4,4.1942158719501703E-3,4.1942158719501703E-3,nft_trio_third_vs_second
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.06495188357,7.531802984,12.42327304,4.7331197054601202E-4,1.5207237879718E-2,1.5207237879718E-2,plaq_n
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,0.1012698688,7.585543271,12.56199404,4.8996804191145198E-4,1.52651653806757E-2,1.52651653806757E-2,gpath_progression
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.143533321,7.517228983,17.71472233,4.37053616278762e-05,1.22682568806546E-3,1.22682568806546E-3,group_fourth_vs_third
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.09342114038,7.537311749,16.46007389,6.56754935180609e-05,4.1862144532321902E-3,4.1862144532321902E-3,plaq_n_trio_third_vs_second
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,0.07230093262,7.537730104,10.90714523,1.09294738629295E-3,3.4885814804370398E-2,3.4885814804370398E-2,plaq_d_trio_third_vs_second
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.1222621349,7.540808304,29.07589906,1.56936100820688e-07,1.7629908016655e-05,1.7629908016655e-05,gpath_trio_third_vs_second
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.05766917624,7.531807229,9.10080442,2.7190342361829299E-3,3.4651285155455402E-2,3.4651285155455402E-2,nft
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.06663091529,7.53180656,9.15978877,2.6347000759015401E-3,3.77015267088971E-2,3.77015267088971E-2,gpath_3neocort
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,0.03736390511,7.531804819,9.332625379,2.4026143083829498E-3,3.3735138430724801E-2,3.3735138430724801E-2,cogn_ep_lv
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.005940440681,7.535548523,8.503462381,3.7456831628367199E-3,4.2249274610778903E-2,4.2249274610778903E-2,tangles
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,0.5590216333,7.531064551,10.52063421,1.28471021031702E-3,1.96817113404823E-2,1.96817113404823E-2,cogng_random_slope
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.09190705071,7.541426331,15.7368913,9.47730922182004e-05,2.1322555830756802E-3,2.1322555830756802E-3,tangles_trio_third_vs_second
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,-0.08814128135,7.570328398,8.978516524,3.0945659855480001E-3,4.0452024865867499E-2,4.0452024865867499E-2,gpath_progression
HSD17B12,NA,FALSE,0,0,0,0,0,1,1,0,-1,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,0.04594780757,7.531801171,10.85736489,1.0722408109093101E-3,2.0778218316464401E-2,2.0778218316464401E-2,cogn_global_lv
HSD3B7,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-1,-1,-1,0,0,0,0,0,0,0,,,,,,,,
HSF2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,,,,,,,,
HSP90AA1,NA,FALSE,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1,0,Ast,-0.2955661462,8.791403176,31.69175052,4.65850264766359e-08,2.36591824789728e-05,2.36591824789728e-05,plaq_n_trio_third_vs_second
HSP90AA1,NA,FALSE,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1,0,Ast,-0.2162867805,8.787100691,19.0582537,1.83235549995071e-05,1.9828885941480501E-3,1.9828885941480501E-3,amyloid_trio_third_vs_second
HSPA14,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,,,,,,,,
HSPA8,NA,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,1,0,1,0,0,1,1,0,0,0,0,Ast,0.1385881061,5.968328978,11.84539328,6.3930604712715599E-4,3.7755525804270898E-2,3.7755525804270898E-2,cogn_wo_lv
HSPA8,NA,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,1,0,1,0,0,1,1,0,0,0,0,Ast,-0.2286384601,5.9817352,11.44726397,9.1043939808889798E-4,1.13711220361493E-2,1.13711220361493E-2,group_fourth_vs_third
HSPA8,NA,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,1,0,1,0,0,1,1,0,0,0,0,Ast,-0.1656491356,5.933487043,10.43575472,1.3945248445764299E-3,2.9498621372121801E-2,2.9498621372121801E-2,plaq_n_trio_third_vs_second
HSPA8,NA,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,1,0,1,0,0,1,1,0,0,0,0,Ast,-0.119750116,5.967669157,12.52707623,4.4942180876911199E-4,3.67776059693385E-3,3.67776059693385E-3,RUVr_results
