Gene and Linked Enh,,,Functional annotation,,,,,,,,,,,,,,,,,,,,Astrocyte DE of enhancer genes in disease,,,,,,,ROSMAP DE,,,,,,,
Gene,LinkedEnh,Hit,AstAgeing_CombinedStudies,AstAgeing_Krawczyk2022,AstAgeing_Palmer2021,AstMarkers_Adult_Morabito2021,AstMarkers_AllAges_Herring2022,AstMarkers_CombinedStudies,AstMarkers_Foetal_Zhong2018,AstMarkers_Subtypes_Sadick2022,AstMaturation_CombinedStudies,AstMaturation_Herring2022,AstMaturation_Krawczyk2022,AstMaturation_Zhang2016,Housekeeping_CombinedStudies,Housekeeping_Eisenberg2013,Housekeeping_Lin2019,AstActivation_CombinedStudies,AstActivation_Leng2022_ProtocolKrencik,AstActivation_Leng2022_ProtocolLeng,AstActivation_Leng2022_ProtocolLi,AstActivation_Leng2022_ProtocolTCW,AD_Morabito2021,AD_Sadick2022,ASD_Gandal2022,Epilepsy_Zhang2016,GBM_Zhang2016,MS_Jakel2019,Peritumour_Krawczyk2022,cluster_id,logFC,logCPM,F,p_val,p_adj.loc,p_adj.glb,variable
ADGRG1,NA,FALSE,-1,0,-1,1,0,2,1,1,-1,0,-1,0,0,0,0,-3,-1,-1,-1,0,0,-1,0,0,0,1,0,Ast,0.1765001756,7.848381296,14.79452451,1.60594558291412E-4,1.4867346484656501E-3,1.4867346484656501E-3,group_fourth_vs_first
ADGRG1,NA,FALSE,-1,0,-1,1,0,2,1,1,-1,0,-1,0,0,0,0,-3,-1,-1,-1,0,0,-1,0,0,0,1,0,Ast,0.1917864992,7.822858905,22.31953108,3.7846460122487e-06,6.0179733478440305E-4,6.0179733478440305E-4,amyloid_trio_third_vs_second
ADGRL1,NA,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-4,-1,-1,-1,-1,0,0,0,0,0,0,0,Ast,0.2305636367,5.632449895,20.67115247,9.37801075896835e-06,1.4287359084651799E-4,1.4287359084651799E-4,group_fourth_vs_first
ADGRL1,NA,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-4,-1,-1,-1,-1,0,0,0,0,0,0,0,Ast,0.0658013303,5.608602081,8.921507778,2.9960554404377402E-3,1.61827690526361E-2,1.61827690526361E-2,RUVr_results
ADGRL1,NA,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-4,-1,-1,-1,-1,0,0,0,0,0,0,0,Ast,0.1816141866,5.655035006,11.34197612,9.5970126690636797E-4,1.1840809815443901E-2,1.1840809815443901E-2,group_fourth_vs_third
ADIPOR1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
ADK,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,Ast,-0.06083819122,7.599734365,7.965033798,5.1393251389333997E-3,3.6312471513323501E-2,3.6312471513323501E-2,gpath_trio_third_vs_second
ADK,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,Ast,-0.06348471005,7.603874431,7.968830532,5.1283961692523104E-3,3.43202985076718E-2,3.43202985076718E-2,nft_trio_third_vs_second
ADK,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,Ast,-0.06152446818,7.603686174,7.762388607,5.7374834272371803E-3,4.0792818457734303E-2,4.0792818457734303E-2,tangles_trio_third_vs_second
ADM,NA,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,-1,0,0,0,0,0,Ast,-0.3292885176,3.723847489,12.68159453,4.1454570890261402E-4,3.6289710154403E-2,3.6289710154403E-2,cogn_po_lv
ADRB1,NA,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,,,,,,,
ADSL,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
ADSS,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1962269923,3.999833406,11.64635675,7.7835446943367898E-4,2.0686075571834099E-2,2.0686075571834099E-2,gpath_progression
ADSS,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1906871377,4.016366935,14.75470682,1.53289560514615E-4,3.45704456474866E-3,3.45704456474866E-3,gpath_trio_second_vs_first
ADSS,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1587224023,4.01999842,9.851326379,1.89351466615214E-3,1.6799838124833402E-2,1.6799838124833402E-2,nft_trio_third_vs_second
ADSS,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1627666215,4.018131012,9.196030559,2.6642382852303001E-3,2.04619478961026E-2,2.04619478961026E-2,amyloid_trio_second_vs_first
ADSS,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2021859067,4.020536445,14.13751433,2.0988253694136601E-4,1.8047812648906002E-2,1.8047812648906002E-2,nft_trio_second_vs_first
ADSSL1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.3425468244,1.716847506,8.765907047,3.3541772521007299E-3,2.6856190729625501E-2,2.6856190729625501E-2,gpath_trio_third_vs_second
AEN,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2686950091,2.307445698,8.274805634,4.3470324513829699E-3,3.2280108182466398E-2,3.2280108182466398E-2,plaq_n_trio_second_vs_first
AEN,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.3437079358,2.346011066,8.37204927,4.2276785253276697E-3,2.07303105310488E-2,2.07303105310488E-2,group_fourth_vs_first
AEN,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2941601593,2.284276644,9.593422547,2.1608150418867501E-3,4.7649701031998802E-2,4.7649701031998802E-2,plaq_d_trio_second_vs_first
AEN,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.170269931,2.300454489,9.050859068,2.7958141844279701E-3,1.5279087923472399E-2,1.5279087923472399E-2,RUVr_results
AFAP1,NA,FALSE,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,,,,,,,,
AFG3L2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1466270789,5.449740886,22.84279205,2.94954660759465e-06,1.2808406143479799E-4,1.2808406143479799E-4,nft_trio_third_vs_second
AFG3L2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1624129575,5.479061173,15.75114329,1.00299413130207E-4,1.0170857843864801E-3,1.0170857843864801E-3,group_fourth_vs_first
AFG3L2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1136022414,5.437005356,14.94322142,1.4019015467435999E-4,2.8319136678397498E-3,2.8319136678397498E-3,gpath_trio_third_vs_second
AFG3L2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.5941129735,5.436768179,8.808376694,3.1879351049495801E-3,3.5608968721024599E-2,3.5608968721024599E-2,cogng_random_slope
AFG3L2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.6367285838,5.434997847,10.69549438,1.1720760689387299E-3,1.55259038327772E-2,1.55259038327772E-2,cognep_random_slope
AFG3L2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1614944961,5.439363676,15.31686825,1.36705028905998E-4,2.83471248721903E-3,2.83471248721903E-3,group_fourth_vs_third
AFG3L2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.05765507012,5.449308557,8.616883543,3.5275116298357002E-3,1.8387319516194101E-2,1.8387319516194101E-2,RUVr_results
AFMID,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,,,,,,,,
AFTPH,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
AGAP1,NA,FALSE,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0,-2,-1,0,-1,0,0,0,0,1,0,0,0,Ast,0.09237745589,8.060112649,12.60698642,4.5637461399586701E-4,2.2536173280803599E-2,2.2536173280803599E-2,plaq_d_trio_third_vs_second
AGAP1,NA,FALSE,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0,-2,-1,0,-1,0,0,0,0,1,0,0,0,Ast,0.1586339964,8.041832962,14.8981775,1.7392426271362499E-4,1.3427645317363301E-2,1.3427645317363301E-2,group_third_vs_first
AGAP1,NA,FALSE,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0,-2,-1,0,-1,0,0,0,0,1,0,0,0,Ast,0.1263675849,8.040863748,19.4565733,1.4941886685086e-05,4.0108711513495702E-4,4.0108711513495702E-4,amyloid_trio_second_vs_first
AGAP1,NA,FALSE,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0,-2,-1,0,-1,0,0,0,0,1,0,0,0,Ast,0.09264330267,8.037460079,6.61446173,1.08321174013052E-2,4.3027947692406303E-2,4.3027947692406303E-2,group_fourth_vs_first
AGAP3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.11718594,5.581160271,7.715500851,5.9895660192768197E-3,2.70420513935705E-2,2.70420513935705E-2,group_fourth_vs_first
AGAP3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.09500547163,5.543366744,7.57481258,6.3373341761648796E-3,3.9660346347472203E-2,3.9660346347472203E-2,nft_trio_third_vs_second
AGAP3,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1093797504,5.540670789,8.755410601,3.3639466856469598E-3,2.41956725708442E-2,2.41956725708442E-2,amyloid_trio_second_vs_first
AGFG1,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.05846093058,6.320107235,12.19526224,5.3283757345863603E-4,1.47761371232909E-2,1.47761371232909E-2,gpath_3neocort
AGFG1,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.05952439856,6.326588686,17.57982243,3.41121905224823e-05,4.5905730557675901E-4,4.5905730557675901E-4,RUVr_results
AGFG1,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.05821449485,6.320104242,9.674526954,2.00295890786355E-3,3.2906630310600003E-2,3.2906630310600003E-2,gpath
AGFG1,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.04221862581,6.320108101,8.341056978,4.0875689083862401E-3,4.4902343854556499E-2,4.4902343854556499E-2,nft
AGFG1,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.00877478867,6.317511711,9.984197505,1.69988486011921E-3,4.3184657129327703E-2,4.3184657129327703E-2,amyloid
AGFG1,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.07728870857,6.326808956,9.170960389,2.7015578021028202E-3,2.31720235339079E-2,2.31720235339079E-2,plaq_n_trio_second_vs_first
AGFG1,NA,FALSE,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.07033439657,6.321284848,7.78440784,5.6499630444085801E-3,3.54400889246064E-2,3.54400889246064E-2,amyloid_trio_second_vs_first
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-0.08455412367,6.0083593,12.76896983,3.9564544415278998E-4,2.9460932054414201E-2,2.9460932054414201E-2,cogn_wo_lv
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-0.1130076626,6.005755898,27.3502516,2.75537350903265e-07,7.4013924741798596E-4,7.4013924741798596E-4,cogn_ps_lv
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-0.07918052487,6.008375687,17.06424931,4.40676838203813e-05,2.4498729917339099E-3,2.4498729917339099E-3,cogn_ep_lv
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-1.037828889,5.997761233,14.37042415,1.7449941235862001E-4,5.7010001416896499E-3,5.7010001416896499E-3,cogng_random_slope
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.08748697123,6.008378149,8.526552781,3.6990985145885099E-3,4.2467023917659899E-2,4.2467023917659899E-2,nft
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.0939559381,6.008373813,10.58313538,1.23865999944E-3,2.6670157203471202E-2,2.6670157203471202E-2,plaq_n
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.08992002743,6.012498376,11.78560339,6.6077659579278703E-4,4.9487129714508296E-3,4.9487129714508296E-3,RUVr_results
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.2626070391,6.101480605,18.27283215,3.36295276509051e-05,1.00831989886641E-3,1.00831989886641E-3,group_fourth_vs_third
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-0.9761819595,5.995888693,13.44214249,2.8107871558389599E-4,6.0178615261727002E-3,6.0178615261727002E-3,cognep_random_slope
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-0.08374589098,5.999097115,12.01000171,5.8750757880038503E-4,4.5288682306473697E-2,4.5288682306473697E-2,cogn_po_lv
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.2434255407,6.095000632,23.35338958,2.66001206287317e-06,4.87699453044712e-05,4.87699453044712e-05,group_fourth_vs_first
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.1323323159,6.052659718,10.19190007,1.58866067000272E-3,1.6587065325200701E-2,1.6587065325200701E-2,tangles_trio_third_vs_second
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-0.1004481437,6.008371962,20.84105223,6.66083241653283e-06,6.9637986048662695E-4,6.9637986048662695E-4,cogn_global_lv
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,-1.729924485,6.00123618,24.99078743,8.87070705839309e-07,6.4602940222533703E-4,6.4602940222533703E-4,cognps_random_slope
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.1257374673,6.049275453,8.834909069,3.2333972826042098E-3,2.4531186402365301E-2,2.4531186402365301E-2,nft_trio_third_vs_second
AGFG2,NA,FALSE,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,Ast,0.09958970868,6.008377466,8.254131393,4.2837243903399904E-3,4.9890965310809797E-2,4.9890965310809797E-2,gpath_3neocort
AGPAT2,NA,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Ast,-0.213864558,2.522389652,9.773807683,1.97205243431222E-3,4.9775289772630599E-2,4.9775289772630599E-2,plaq_d_trio_third_vs_second
AGTPBP1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
AHCY,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
AIFM2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1849214146,3.601559509,9.591906269,2.1625375137925202E-3,4.7649701031998802E-2,4.7649701031998802E-2,plaq_d_trio_second_vs_first
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2484457199,3.669676778,17.93954454,3.19254799930683e-05,9.7550077756597604E-4,9.7550077756597604E-4,tangles_trio_third_vs_second
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2788922073,3.667899831,23.29160063,2.38062987698681e-06,1.09782852114852E-4,1.09782852114852E-4,nft_trio_third_vs_second
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1635325589,3.603174612,21.91257431,3.94217481379257e-06,7.89427596704434e-05,7.89427596704434e-05,RUVr_results
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.3938208971,3.612738861,31.28121852,7.17750518970544e-08,2.33649765879574e-06,2.33649765879574e-06,group_fourth_vs_first
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1707595044,3.651891781,9.353432882,2.4593440367245501E-3,2.16231177553231E-2,2.16231177553231E-2,gpath_trio_third_vs_second
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.1567523862,3.619430749,7.688360258,5.9524894198638E-3,4.0929861761450199E-2,4.0929861761450199E-2,plaq_n_trio_second_vs_first
AJM1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.2686635644,3.512286621,10.41917052,1.55959348315239E-3,4.49834818960703E-2,4.49834818960703E-2,group_third_vs_first
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,0.8707801571,7.673269725,9.368400898,2.3640789791911699E-3,2.9601738349903501E-2,2.9601738349903501E-2,cogng_random_slope
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.1106889349,7.644340944,15.48169179,1.07617052756623E-4,2.3635651676117502E-3,2.3635651676117502E-3,tangles_trio_third_vs_second
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.1345929185,7.663951327,23.95190019,1.73843460656781e-06,8.6276026045951e-05,8.6276026045951e-05,nft_trio_third_vs_second
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,0.1547052129,7.747264904,17.66487596,3.96775159210623e-05,2.8124515710204801E-3,2.8124515710204801E-3,gpath_progression
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.0897983363,7.669162029,8.34592704,4.0768547690878997E-3,4.4882473965453598E-2,4.4882473965453598E-2,nft
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,1.001500388,7.67255254,13.22160994,3.14890362171088E-4,6.4381903451418204E-3,6.4381903451418204E-3,cognep_random_slope
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.1186066312,7.689947758,22.42979977,3.58983200327438e-06,5.8529738950506495E-4,5.8529738950506495E-4,amyloid_trio_third_vs_second
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.06587863663,7.672456896,14.22127555,1.87672633241451E-4,1.81910658605077E-3,1.81910658605077E-3,RUVr_results
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.144116279,7.706595951,19.98136914,1.33921289070253e-05,8.8106981414244005E-4,8.8106981414244005E-4,gpath_progression
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.1592779718,7.659465024,22.54889707,3.87322102575201e-06,6.7373919519899e-05,6.7373919519899e-05,group_fourth_vs_first
AKAP13,NA,FALSE,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Ast,-0.2014971183,7.659128591,39.12127121,3.83374790008197e-09,9.68532511157374e-07,9.68532511157374e-07,group_fourth_vs_third
AKAP6,NA,FALSE,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,0,0,0,0,0,Ast,0.254497973,7.686315117,12.33182769,6.0290640148302202E-4,2.76801820657205E-2,2.76801820657205E-2,group_third_vs_first
AKAP6,NA,FALSE,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,0,0,0,0,0,Ast,0.1070061065,7.734695517,12.0051625,5.8937072892712404E-4,4.5027815845434102E-3,4.5027815845434102E-3,RUVr_results
AKAP6,NA,FALSE,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,0,0,0,0,0,Ast,0.2219842427,7.693275545,20.76390057,8.01235170352223e-06,2.4687469542970298E-3,2.4687469542970298E-3,plaq_d_trio_third_vs_second
AKAP6,NA,FALSE,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,0,0,0,0,0,Ast,0.1775831007,7.708015084,13.4318253,3.0013998326804001E-4,4.8516416550004604E-3,4.8516416550004604E-3,gpath_trio_third_vs_second
AKAP6,NA,FALSE,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,0,0,0,0,0,Ast,0.2808484914,7.646228031,13.25036829,3.5251820700348398E-4,3.0611294139302601E-2,3.0611294139302601E-2,social_isolation_avg
AKAP6,NA,FALSE,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,0,0,0,0,0,Ast,0.1885259165,7.699633427,10.11237599,1.7068229615702301E-3,3.35655007229834E-2,3.35655007229834E-2,gpath_progression
AKAP6,NA,FALSE,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,0,0,0,0,0,Ast,0.153605856,7.646407014,9.379844596,2.4181263154046399E-3,1.9043614146436901E-2,1.9043614146436901E-2,amyloid_trio_second_vs_first
AKIP1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,,,,,,,,
AKIRIN2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.06756969667,3.920820458,9.577164251,2.10933153411309E-3,3.18104133853752E-2,3.18104133853752E-2,cogn_global_lv
AKIRIN2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.06526169763,3.920829175,11.63584159,7.13169108228186E-4,1.55625089341526E-2,1.55625089341526E-2,cogn_ep_lv
AKIRIN2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,0.8610692445,3.919383006,10.6983003,1.17034887468495E-3,1.55259038327772E-2,1.55259038327772E-2,cognep_random_slope
AKIRIN2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.08656223589,3.92082479,8.593223136,3.5688779907237199E-3,4.7994844149498499E-2,4.7994844149498499E-2,plaq_n
AKIRIN2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.1657255952,3.991420181,6.246473801,1.3239121448872199E-2,4.9997578299008701E-2,4.9997578299008701E-2,group_fourth_vs_first
AKIRIN2,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ast,-0.07678758339,3.930334162,6.540971979,1.09186277179263E-2,4.4639412856080002E-2,4.4639412856080002E-2,RUVr_results
AKT1,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
AKT2,NA,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Ast,0.08491056403,6.592644372,10.94070743,1.06999742780312E-3,1.04692779892493E-2,1.04692779892493E-2,amyloid_trio_second_vs_first
